gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,0,1,1,1.571717486,1,0,1,0,0,0,0,0,0,2,0,2,-1.472387378,-0.345138665,0
0,0,1,1,0.91986046,1,1,0.5,0,0,1,0,1,0,0,1,3,0.850954398,1.242229193,0
1,0,0,0,1.530976422,1,1,0.5,0,1,1,1,0,0,1,1,2,0.845968687,1.809908855,0
1,0,0,0,-1.239415939,1,0,0.5,0,0,0,0,0,1,0,0,0,0.530206929,-0.936949565,1
0,0,1,1,1.408753229,1,1,0.5,1,0,0,1,1,1,2,0,2,1.322935131,2.03039867,0
0,0,1,0,1.327271101,1,1,0.5,0,1,0,0,1,0,0,1,2,0.899149614,1.613550277,1
0,0,1,0,-0.75052317,1,0,0,0,0,1,0,0,0,0,0,3,-0.485216408,-0.71222465,0
1,0,1,1,-0.506076785,1,1,0.5,0,0,1,1,0,1,0,1,2,1.020468605,-0.161948597,0
0,0,0,1,-1.280157004,1,0,0.5,0,1,0,0,0,0,0,1,0,0.350721298,-0.974050792,1
0,0,0,0,-1.280157004,1,1,0.5,0,0,0,0,0,0,0,1,0,0.354045106,-0.974006677,1
1,0,1,1,0.675414075,1,1,0.5,0,0,0,0,1,1,0,1,2,1.017144797,1.028180256,0
1,0,0,0,1.61245855,1,1,0.5,1,1,1,0,1,0,2,1,2,1.213249468,2.196052784,0
1,0,1,0,0.553190882,1,1,0,1,0,0,0,0,0,0,0,0,-0.388825977,0.077863856,0
0,0,0,0,-0.343112528,1,1,0.5,0,1,1,0,0,0,0,1,2,0.666483056,-0.103451299,0
1,0,1,1,-1.117192747,0,0,0,0,1,0,1,0,0,0,0,0,-1.015363781,-0.935140825,0
1,0,1,1,0.023557049,1,1,0.5,0,1,1,1,0,0,0,0,3,0.791125855,0.267075705,0
1,0,0,0,0.390226626,1,1,0,1,1,0,0,0,0,1,1,2,-0.154497515,0.061011693,0
0,0,0,0,-0.383853593,1,0,0.5,1,0,1,0,1,1,1,1,3,1.16837806,0.004168731,0
0,0,0,0,-0.994969555,1,0,0.5,0,0,0,0,0,0,0,0,2,0.196164227,-0.763156121,0
0,0,0,0,1.368012165,1,0,0,1,1,0,0,0,0,1,1,1,-0.332321241,0.521622771,0
0,0,0,0,-0.343112528,1,0,0,1,0,0,0,0,0,0,1,2,-0.50682116,-0.473316568,1
0,1,0,0,-0.343112528,1,1,0,0,1,0,0,0,0,0,0,3,-0.332321241,-0.43762704,0
0,0,0,0,1.490235358,1,1,0,1,1,1,1,0,1,1,1,3,0.458745057,1.355738656,1
1,0,0,0,0.838378331,1,0,0.5,0,1,1,0,1,1,1,1,1,1.180011388,1.28707271,0
1,0,0,0,1.12356578,0,0,0,1,0,1,0,1,1,2,0,0,-0.372206937,0.42075243,0
1,0,1,0,-1.035710619,1,0,0.5,0,0,0,0,1,0,0,1,0,0.541840257,-0.752899242,1
1,0,0,0,-0.506076785,1,0,1,0,0,0,0,0,0,1,1,3,-1.510611169,-0.815940448,0
1,0,1,1,-0.383853593,1,1,0.5,0,0,0,0,0,1,0,0,0,0.691411616,-0.183035858,0
0,0,1,1,1.61245855,1,0,0,1,0,1,1,1,1,2,1,0,0.531868833,1.519892838,0
0,0,1,0,-0.872746362,1,1,0.5,0,0,0,0,0,0,0,1,0,0.337426066,-0.643029317,1
0,0,0,0,-0.465335721,1,0,1,0,0,0,0,0,0,2,0,1,-1.502301649,-0.835064565,0
0,1,0,0,-1.280157004,1,1,0.5,0,0,0,0,1,1,0,1,0,0.95565435,-0.966021751,1
0,1,0,0,-0.05792508,1,1,0.5,0,1,0,0,1,0,0,1,0,0.860925822,0.247863357,0
1,0,0,0,1.001342588,1,0,0,0,1,1,1,1,0,2,0,1,0.164588051,0.710746389,0
1,0,1,1,0.512449818,1,0,1,0,0,0,0,0,0,2,1,2,-1.489006418,-0.616251142,0
0,0,0,0,-0.913487426,1,1,0.5,0,1,1,0,0,1,0,1,0,1.012159085,-0.556628896,0
1,0,1,0,1.042083652,1,1,0.5,0,0,1,1,1,1,0,1,3,1.239839932,1.589088172,1
0,0,0,1,-0.75052317,1,0,1,0,0,0,0,0,0,0,0,1,-1.490668322,-0.888885608,0
0,0,1,0,-0.220889336,1,1,0,1,0,0,1,1,1,1,0,1,0.533530737,-0.034829468,0
1,0,1,1,-0.75052317,1,1,0.5,0,1,0,0,0,1,0,1,2,0.867573438,-0.451876382,1
1,0,1,1,-0.832005298,0,0,0,0,1,0,0,0,0,0,0,1,-1.183216084,-0.870930555,1
1,0,1,1,1.490235358,1,1,0.5,0,1,0,1,0,1,2,1,2,0.94734483,1.815246843,0
1,0,1,1,-0.302371464,1,0,0.5,0,1,1,0,1,0,0,1,2,0.809406799,-0.011271733,1
0,1,1,0,1.042083652,1,1,0.5,1,1,1,0,1,1,1,1,0,1.46419697,1.766366748,1
1,0,1,1,0.105039177,0,0,0,1,0,0,1,1,0,2,1,3,-0.613183016,-0.274068418,0
1,1,0,0,-0.669041042,1,1,0.5,0,0,0,0,1,0,0,1,0,0.663159248,-0.411665004,1
0,0,1,1,0.512449818,1,1,0,0,1,1,0,1,1,1,0,3,0.463730769,0.581156786,0
1,0,0,0,-0.628299977,1,0,0.5,0,1,0,0,1,0,0,1,0,0.623273552,-0.420929282,0
1,0,1,1,-1.280157004,1,0,0,0,0,0,0,0,0,0,1,0,-0.634787767,-0.98713107,1
0,0,0,0,-0.424594657,1,0,1,0,0,0,0,0,0,1,0,1,-1.502301649,-0.820903454,0
1,1,0,0,-1.280157004,1,0,0.5,0,0,0,0,0,0,0,1,0,0.171235667,-0.976433035,1
0,0,1,1,1.408753229,1,0,0,1,0,1,1,0,1,2,0,1,0.1014357,1.034224094,0
1,0,1,1,1.408753229,1,1,0.5,0,0,1,1,1,1,2,1,2,1.357835115,1.95635062,0
1,0,1,0,-1.239415939,0,0,0,0,0,0,0,1,1,0,0,0,-0.671349655,-0.964455647,1
0,0,0,0,-0.383853593,1,1,0.5,0,0,0,0,0,0,0,1,0,0.337426066,-0.252716463,1
1,1,0,0,-0.95422849,1,0,0.5,0,0,1,0,0,0,0,0,3,0.35570701,-0.72609901,0
1,0,0,0,-1.117192747,1,0,1,0,0,0,0,0,0,0,0,1,-1.484020706,-0.955257543,0
0,0,0,0,0.879119396,0,0,0,1,0,0,1,1,0,2,0,3,-0.651406807,0.078194723,0
1,0,0,0,1.001342588,1,0,0.5,0,0,1,0,1,1,2,1,0,1.012159085,1.403471745,1
0,0,0,0,-0.343112528,1,1,0.5,0,0,1,0,1,0,0,1,1,0.832673455,-0.052166903,1
1,0,1,1,0.675414075,1,1,0.5,0,1,0,0,1,1,1,0,1,1.1849971,1.172813281,1
0,0,0,0,-1.117192747,1,1,0,0,0,0,0,0,0,0,0,0,-0.586592552,-0.908847922,1
0,0,0,0,-1.239415939,1,0,0.5,0,0,0,0,0,1,0,1,0,0.511925985,-0.927398535,1
1,0,0,1,-1.157933811,1,1,0.5,0,0,1,1,0,0,0,1,1,0.741268735,-0.856659156,1
0,0,1,1,1.530976422,1,1,0,1,1,1,1,1,0,2,1,2,0.480349809,1.521348653,0
0,0,0,0,-1.117192747,1,1,0.5,0,0,0,0,0,0,0,1,2,0.369002242,-0.849468311,1
0,0,1,1,0.838378331,1,1,0,1,0,1,1,1,1,0,0,0,0.694735424,1.029128742,0
1,0,1,0,0.593931947,1,1,0.5,1,1,1,0,1,0,0,1,0,1.128492365,0.992777479,1
1,0,0,1,-0.05792508,1,0,1,0,0,0,0,0,0,1,0,3,-1.48568261,-0.747340676,0
0,0,1,1,-0.791264234,1,0,0,0,1,1,1,0,0,0,0,2,-0.099654683,-0.676380718,0
1,0,1,1,-0.180148272,1,1,0,0,0,0,0,0,0,0,0,1,-0.495187832,-0.385151522,0
1,0,0,0,-0.913487426,1,1,0.5,0,0,0,0,0,1,0,0,0,0.719663983,-0.640757363,1
0,0,1,0,0.227262369,1,0,1,0,0,0,0,0,0,2,0,2,-1.475711186,-0.679292348,0
1,0,0,0,-1.280157004,1,0,0,0,0,0,0,0,0,0,1,1,-0.648082999,-0.987307533,1
0,0,1,0,1.408753229,1,1,0.5,0,1,1,0,1,1,1,0,0,1.306316091,2.098821981,1
0,0,1,0,0.797637267,1,0,0,1,1,0,0,1,1,1,1,1,0.352383202,0.69797492,0
0,0,1,1,1.205047909,1,0,0.5,1,1,1,1,1,1,2,0,1,1.440930314,2.003885189,0
1,0,0,0,-0.669041042,1,0,0.5,0,1,0,0,0,1,0,1,0,0.713016367,-0.416098622,0
1,1,1,0,-1.117192747,1,1,0.5,0,1,0,0,0,0,0,1,0,0.538516449,-0.843336242,1
0,0,0,0,-0.832005298,1,0,0.5,0,0,1,0,1,1,1,0,0,1.027116221,-0.484963089,0
1,0,1,1,1.61245855,1,1,0.5,1,1,1,1,1,1,2,1,2,1.730101608,2.732697114,0
0,1,0,0,1.571717486,1,1,0.5,0,1,0,1,1,1,1,0,2,1.361158923,2.249697365,0
1,0,1,0,-0.343112528,1,0,1,0,0,0,0,0,0,1,0,1,-1.484020706,-0.805749742,0
1,0,0,0,-0.709782106,1,0,1,0,0,0,0,0,0,2,0,1,-1.502301649,-0.861004543,0
0,0,1,0,1.408753229,1,0,0.5,1,1,0,0,0,1,1,1,3,0.857602014,1.664415575,1
0,0,0,1,-1.239415939,1,1,0,1,1,0,0,0,0,0,0,2,-0.127907051,-0.947912294,0
1,0,1,1,-1.117192747,0,0,0,0,0,0,0,0,0,0,0,1,-1.321154115,-0.951926814,0
1,0,1,0,-0.709782106,1,0,0.5,0,0,0,0,1,1,0,0,0,0.776168719,-0.39382024,1
0,0,0,0,-1.280157004,1,0,1,0,0,0,0,0,0,0,1,1,-1.482358802,-0.998380551,1
0,0,1,1,0.349485562,1,0,0,1,1,1,0,0,0,1,1,2,-0.149511803,0.100583395,0
1,0,0,1,0.43096769,1,0,0,1,1,0,0,0,1,0,1,0,-0.028192812,0.200174383,0
0,1,1,0,-1.280157004,1,1,0.5,0,0,0,0,0,0,0,0,0,0.315821314,-0.974514006,0
1,1,0,0,-1.280157004,1,0,0.5,0,0,0,0,0,0,0,1,1,0.192840419,-0.976146284,0
1,0,1,1,-0.2616304,1,0,0.5,0,0,0,0,1,1,0,1,0,0.86424963,0.034630559,1
0,0,0,0,-0.424594657,1,1,0.5,0,1,0,0,0,0,0,1,0,0.483673617,-0.243937457,1
0,0,1,0,1.571717486,1,1,0,1,1,1,1,1,1,2,0,2,0.85594011,1.817871722,0
0,0,0,0,-1.035710619,1,0,1,0,0,0,0,0,0,2,0,1,-1.507287361,-0.934346744,0
1,1,0,0,-0.180148272,1,1,0,0,1,1,1,0,0,0,0,2,-0.011573772,-0.183388783,0
0,1,0,0,-0.669041042,1,0,0.5,0,0,0,0,0,0,0,0,0,0.161264243,-0.547033751,0
0,0,0,0,-1.035710619,1,0,1,0,0,0,0,0,0,1,0,1,-1.505625457,-0.95055923,0
1,0,0,0,1.490235358,1,1,0.5,0,1,1,1,1,1,2,1,2,1.519039802,2.281725297,0
1,0,0,1,-1.280157004,0,0,0,0,0,0,0,0,0,0,0,1,-1.332787443,-0.996395348,0
0,0,0,0,-1.198674875,1,0,0,1,0,1,0,1,1,0,1,0,0.418859361,-0.916347575,0
0,1,0,0,-0.465335721,1,0,0.5,0,0,1,0,1,1,0,1,2,1.063678109,-0.111612686,1
1,0,1,0,1.490235358,1,1,0.5,0,1,1,0,0,0,0,1,2,0.684764,1.582029674,0
1,0,1,0,1.571717486,0,0,0,1,1,1,1,0,0,2,1,2,-0.571635416,0.48284515,0
1,0,1,1,1.490235358,1,0,1,0,0,0,0,0,0,2,0,1,-1.508949265,-0.41340757,0
1,0,0,0,0.634673011,1,1,0.5,0,0,1,1,1,1,0,1,0,1.298006571,1.174688195,0
0,0,1,0,0.593931947,1,1,0.5,0,1,1,0,0,0,0,1,2,0.616625936,0.786007618,1
1,0,0,0,-1.239415939,1,1,0,0,0,0,0,0,0,0,1,0,-0.511806872,-0.960286722,1
0,0,0,0,0.512449818,1,1,0.5,1,0,1,1,1,1,0,1,3,1.450901738,1.182915756,0
0,0,0,0,0.756896203,1,1,0.5,0,1,0,0,0,0,0,0,2,0.538516449,0.795161607,0
1,0,1,0,-0.424594657,1,1,0,1,0,0,1,1,1,0,1,0,0.478687905,-0.238467121,1
0,0,0,0,1.61245855,1,1,0,1,1,1,1,1,1,2,0,2,0.726311599,1.73881655,0
0,0,1,1,0.186521305,1,1,0.5,0,1,1,0,1,0,0,1,0,0.935711502,0.499366446,0
0,0,1,1,1.571717486,1,1,0,1,1,1,1,1,1,2,0,0,0.849292494,1.78313068,0
0,0,1,1,-1.035710619,1,0,0,0,0,1,0,0,0,0,0,0,-0.535073528,-0.857188543,1
1,0,0,0,1.368012165,1,1,1,0,0,0,0,0,0,2,1,3,-1.317830307,-0.264561504,0
0,0,1,1,0.756896203,1,0,0,1,0,0,1,1,1,1,1,2,0.385621282,0.742465512,0
1,0,1,1,-0.098666144,1,0,1,0,0,0,0,0,0,1,0,2,-1.503963553,-0.738848421,0
1,0,0,0,0.064298113,1,1,0.5,0,0,0,0,1,0,0,0,0,0.683102096,0.270560838,0
0,0,1,1,1.286530037,1,1,1,0,0,0,0,0,0,2,1,1,-1.329463635,-0.339006595,0
0,1,1,0,1.327271101,1,1,0.5,0,1,1,0,1,1,1,1,2,1.274739916,1.989238807,0
0,0,0,0,0.593931947,1,1,0.5,1,1,0,1,1,0,0,0,1,1.194968524,1.05255413,0
1,0,0,0,-1.280157004,1,0,0.5,1,0,0,0,1,1,0,1,0,1.023792413,-0.965117381,1
1,0,0,0,0.675414075,1,1,0,1,1,0,0,0,0,0,1,3,-0.167792747,0.287192423,1
1,0,1,1,1.408753229,1,1,0.5,0,1,0,1,1,0,2,0,3,0.973935294,1.773226725,0
0,0,0,1,0.268003434,1,0,1,0,0,0,0,0,0,1,0,2,-1.510611169,-0.663543075,0
0,0,0,0,-0.75052317,1,0,1,0,0,0,0,0,0,0,0,1,-1.492330226,-0.882113862,0
1,1,0,0,0.43096769,1,0,0.5,1,1,0,1,1,1,0,1,3,1.440930314,1.022334938,1
0,1,0,0,0.960601524,1,1,0.5,0,0,1,0,1,1,0,1,0,1.204939948,1.460535286,0
1,0,0,0,-0.75052317,1,0,0,0,0,0,1,0,1,1,0,3,-0.189397498,-0.666344417,0
1,0,0,0,-1.280157004,1,0,0.5,0,0,0,0,0,0,0,0,0,0.217768979,-0.975815417,1
0,0,1,1,-0.669041042,1,0,0,1,1,0,0,0,0,1,1,1,-0.297421258,-0.628868206,0
0,0,1,1,1.530976422,1,1,0.5,1,1,0,0,1,1,0,1,0,1.371130347,2.325223288,0
0,1,1,0,1.61245855,1,1,0,1,1,1,0,1,1,2,1,3,0.641554496,1.631549446,0
1,0,1,1,-0.383853593,1,0,0.5,0,0,1,0,0,0,0,1,3,0.349059394,-0.256047191,0
0,0,0,1,-0.465335721,1,1,1,0,0,0,0,0,0,0,0,1,-1.332787443,-0.801205835,0
1,0,0,0,-1.280157004,1,0,1,0,0,0,0,0,0,0,1,1,-1.484020706,-0.998402609,1
0,0,0,1,-1.280157004,1,0,0.5,0,0,0,0,0,0,0,0,2,0.164588051,-0.976521266,1
1,1,1,0,-0.017184015,1,1,0.5,0,0,0,0,1,1,0,1,0,0.944021022,0.285736608,1
0,0,1,1,-0.628299977,1,0,0.5,0,0,0,0,1,0,0,0,0,0.533530737,-0.38929839,1
1,0,0,0,-1.157933811,0,0,0,1,1,0,0,0,0,0,1,0,-1.035306629,-0.946478536,1
1,0,0,0,0.145780241,1,1,0,0,0,1,0,0,0,1,0,0,-0.299083162,-0.150787347,0
1,0,0,0,0.716155139,0,0,0,0,1,1,1,0,0,2,0,3,-0.834216246,-0.154647463,0
1,0,1,1,0.634673011,0,0,0,0,0,0,1,0,0,0,1,3,-1.17324466,-0.379504724,0
1,0,0,1,0.716155139,1,0,1,0,0,0,0,0,0,2,0,3,-1.484020706,-0.57899551,0
0,0,1,0,1.61245855,1,1,0,1,1,1,1,0,1,2,0,3,0.490321233,1.556222043,0
0,0,0,1,-0.913487426,1,1,1,0,0,0,0,0,0,0,0,3,-1.329463635,-0.908517054,0
1,0,0,0,-0.587558913,1,0,1,0,0,0,0,0,0,0,0,1,-1.500639745,-0.834491062,0
0,0,0,0,-1.280157004,1,0,0.5,0,0,0,0,1,0,0,1,0,0.503616465,-0.972021474,1
1,0,0,0,-1.280157004,1,0,1,0,0,0,0,0,0,0,0,0,-1.512273073,-0.998777591,1
0,0,0,0,-0.95422849,1,0,0.5,0,0,1,0,1,1,0,1,0,0.97227339,-0.64922756,0
0,0,0,0,-1.239415939,1,1,0.5,1,0,0,0,0,1,0,0,1,0.862587726,-0.930199876,0
1,0,1,0,0.308744498,1,1,0.5,0,0,0,1,0,0,0,1,3,0.467054577,0.372137029,0
0,0,1,0,1.490235358,1,1,0.5,0,0,1,0,1,1,1,0,2,1.153420924,2.010855455,0
1,0,1,0,0.186521305,1,1,0.5,1,0,1,1,0,1,1,1,0,1.1434495,0.649072767,1
0,0,0,1,-0.587558913,1,1,0.5,0,0,1,0,0,0,0,1,3,0.523559313,-0.386739684,0
0,1,1,0,-0.872746362,1,0,0.5,0,0,0,0,0,0,0,1,0,0.179545187,-0.639058912,0
1,0,1,0,-0.994969555,1,1,0.5,0,0,0,0,0,1,0,1,3,0.678116384,-0.730510571,1
1,0,0,0,-1.198674875,1,1,0.5,0,0,0,0,0,0,0,0,0,0.34739749,-0.900532129,1
0,0,1,1,0.91986046,1,0,0,1,0,0,0,0,1,1,0,3,-0.17776417,0.385437885,0
0,0,1,0,0.023557049,1,1,0.5,0,1,1,0,0,1,0,1,0,0.949006734,0.356762739,0
1,0,0,0,0.553190882,1,0,0,0,0,0,0,0,0,0,0,2,-0.659716327,-0.050468452,0
0,0,0,0,0.064298113,1,1,1,0,0,0,0,0,0,2,0,2,-1.286254131,-0.574804527,0
1,0,0,0,-1.198674875,1,0,1,0,0,0,0,0,0,0,0,0,-1.482358802,-0.97819766,0
0,0,1,1,-0.098666144,1,0,1,0,0,0,0,0,0,2,0,1,-1.447458818,-0.693232881,0
1,0,0,0,0.023557049,1,1,0,1,0,0,1,0,0,1,0,0,-0.179426074,-0.145802284,0
0,0,1,1,0.512449818,1,1,0.5,0,1,1,0,0,1,1,1,3,1.003849565,0.920052897,0
0,0,0,0,0.308744498,1,0,0,1,1,0,1,0,0,0,1,1,-0.096330875,0.160492393,0
1,0,0,0,1.571717486,1,1,0.5,1,1,1,1,1,1,2,1,0,1.789930152,2.732652999,0
0,0,0,0,-1.280157004,1,1,0,0,0,1,0,0,0,0,0,0,-0.347278377,-0.98331507,1
1,0,1,1,1.61245855,0,0,0,1,1,1,1,1,1,2,0,2,-0.011573772,0.99026289,0
1,0,1,1,-0.424594657,1,0,0.5,0,0,0,0,0,1,0,1,0,0.510264081,-0.217335744,0
0,0,1,1,0.553190882,1,0,1,0,0,0,0,0,0,1,1,2,-1.482358802,-0.634250311,0
1,0,1,1,0.91986046,1,0,1,0,0,0,0,0,0,2,0,1,-1.455768338,-0.473360683,0
0,0,0,0,-1.280157004,1,0,1,0,0,0,0,0,0,0,0,1,-1.474049282,-0.998270262,0
1,0,0,0,-0.832005298,1,1,0,0,0,0,1,1,1,1,1,1,0.367340338,-0.630346079,0
0,0,0,0,-0.05792508,1,1,0.5,0,1,0,0,0,0,0,1,0,0.520235505,0.064320364,0
0,0,1,0,-1.117192747,0,0,0,0,0,0,0,0,0,0,1,0,-1.324477923,-0.962999832,1
1,0,1,1,1.408753229,1,1,0,1,0,0,0,1,1,2,1,0,0.35570701,1.299711832,0
0,0,0,0,-1.280157004,1,0,0,0,0,0,0,0,0,0,0,1,-0.676335367,-0.987682516,0
0,0,1,0,0.308744498,0,0,0,1,1,1,0,0,0,1,1,0,-0.746135335,-0.250069526,1
0,0,1,1,0.349485562,1,1,0,1,1,1,0,1,0,0,1,3,0.324130834,0.326565604,0
0,0,0,0,-1.280157004,1,1,0.5,0,0,0,0,0,0,0,1,0,0.349059394,-0.97407285,1
0,0,0,0,0.756896203,1,1,0.5,1,1,0,0,1,0,1,1,0,0.997201949,1.126844816,1
0,0,1,1,0.390226626,0,0,0,1,0,1,1,1,0,2,0,3,-0.553354472,-0.110730374,0
0,0,1,1,-0.383853593,1,0,1,0,0,0,0,0,0,1,0,1,-1.500639745,-0.814550806,0
1,1,0,0,-1.280157004,1,0,0.5,0,0,0,0,0,0,0,1,0,0.191178515,-0.976168341,1
1,0,0,0,-1.280157004,1,0,1,0,0,0,0,0,0,0,0,1,-1.484020706,-0.998402609,0
1,0,0,0,0.960601524,1,1,0.5,1,1,0,0,1,1,0,1,3,1.389411291,1.592860056,0
0,0,0,1,-0.709782106,1,1,0.5,0,1,0,0,1,0,0,1,0,0.870897246,-0.376416632,0
0,0,1,1,-0.832005298,1,1,1,0,0,0,0,0,0,2,1,2,-1.309520787,-0.869210046,0
1,0,1,1,0.879119396,1,0,0,1,0,1,1,0,1,2,0,2,0.171235667,0.700798319,0
1,0,0,0,-1.035710619,1,0,0,0,0,0,0,1,1,0,1,0,0.06819762,-0.805198297,0
1,0,1,1,0.023557049,1,1,0.5,0,0,0,0,0,1,0,0,3,0.709692559,0.203990383,1
0,0,1,1,-0.669041042,1,0,1,0,0,0,0,0,0,0,0,0,-1.484020706,-0.856703271,0
1,0,0,1,-0.465335721,1,0,0,1,0,1,0,0,1,1,0,1,0.00172146,-0.417554437,0
0,1,1,0,-0.098666144,1,1,0,0,0,1,0,1,1,2,0,0,0.334102258,-0.044799596,0
0,0,0,0,-1.198674875,1,0,0,0,0,0,1,0,0,0,1,1,-0.475244984,-0.942111091,0
0,0,0,0,-0.872746362,1,0,0.5,0,0,1,0,0,0,0,0,0,0.269288002,-0.646227699,0
1,0,0,0,1.205047909,1,1,0.5,1,1,1,1,1,1,1,1,3,1.670273065,2.139673035,0
0,0,0,0,-0.587558913,1,0,1,0,0,0,0,0,0,0,0,0,-1.522244497,-0.853416658,0
0,0,0,1,-1.076451683,1,0,1,0,0,0,0,0,0,0,0,1,-1.503963553,-0.95055923,0
1,0,0,0,0.553190882,1,1,0.5,0,0,1,0,1,1,1,1,0,1.206601852,1.054848142,0
0,0,0,0,-0.465335721,1,1,0.5,0,0,0,0,0,1,0,1,0,0.641554496,-0.240805248,0
0,0,0,0,1.449494293,1,1,1,0,0,0,0,0,0,2,1,2,-1.351068386,-0.346065092,0
1,0,0,0,-1.280157004,1,1,0,0,0,0,0,0,0,0,1,0,-0.488540216,-0.985189984,0
1,0,1,0,-0.302371464,1,0,0.5,0,0,1,0,0,0,0,1,0,0.325792738,-0.214203536,0
1,0,0,1,-0.343112528,1,0,1,0,0,0,0,0,0,2,0,1,-1.497315937,-0.787552053,0
1,0,1,0,-0.098666144,1,1,0.5,0,0,0,0,0,1,0,1,0,0.671468768,0.150411976,1
1,0,0,0,-1.239415939,1,0,0.5,0,0,0,0,0,1,0,0,0,0.523559313,-0.926075067,1
0,0,1,0,0.756896203,1,1,0.5,0,1,1,0,1,1,1,1,2,1.396058907,1.418537226,0
1,0,1,1,1.001342588,1,1,0,1,0,1,1,1,1,2,1,0,0.654849728,1.130285834,0
1,0,0,0,-0.709782106,1,1,1,0,0,0,0,0,0,2,0,2,-1.321154115,-0.84446119,0
1,0,1,1,1.61245855,1,0,0,1,1,1,1,1,1,2,1,2,0.628259264,1.682392686,0
1,0,0,0,-1.239415939,1,0,0.5,0,0,1,0,0,0,0,1,0,0.365678434,-0.936376062,1
0,0,1,0,-0.180148272,1,1,0.5,0,1,1,0,1,0,0,0,3,1.057030493,0.176925457,0
0,1,1,0,-0.139407208,1,1,0.5,0,0,1,0,1,1,0,1,0,1.120182845,0.318007176,1
0,0,1,1,1.530976422,1,0,0.5,1,1,1,1,1,0,2,1,3,1.206601852,2.078506742,0
1,0,0,0,-0.791264234,1,0,1,0,0,0,0,0,0,1,0,1,-1.482358802,-0.886746001,0
1,1,1,0,1.082824716,1,1,0.5,1,1,1,1,0,0,1,1,0,0.97227339,1.411964,0
0,1,1,0,-0.791264234,1,1,0.5,0,0,0,0,1,1,0,1,0,1.012159085,-0.463059689,1
0,1,1,0,-1.035710619,1,1,0.5,0,0,0,0,0,0,0,1,1,0.319145122,-0.774405602,1
1,0,1,0,1.205047909,1,0,0,1,0,1,1,1,1,2,0,1,0.538516449,1.192268265,0
1,0,0,0,-0.465335721,1,0,0,1,0,1,1,0,0,1,1,0,-0.151173707,-0.452163133,0
1,0,0,0,-1.239415939,1,0,0,0,0,1,0,0,1,0,0,0,-0.131230859,-0.958147115,0
1,0,0,0,-1.280157004,1,0,0,0,0,0,0,0,0,0,0,3,-0.692954407,-0.987903094,0
0,0,0,0,-1.157933811,1,0,0.5,0,0,1,0,0,1,0,0,0,0.706368751,-0.871371711,0
1,0,0,0,-0.546817849,1,0,1,0,0,0,0,0,0,1,0,3,-1.480696898,-0.838042368,0
1,0,0,0,-0.098666144,1,0,0.5,0,0,0,1,1,0,0,0,0,0.67645448,0.120258957,1
0,0,1,1,1.408753229,1,0,1,0,0,0,0,0,0,2,1,3,-1.508949265,-0.440759248,0
0,1,1,0,1.61245855,1,1,0.5,1,1,1,0,0,1,2,1,3,1.258120876,2.323568953,0
0,0,1,0,0.838378331,1,0,1,0,0,0,0,0,0,2,0,3,-1.492330226,-0.517586582,0
1,0,0,0,-1.117192747,1,0,1,0,0,0,0,0,0,1,0,0,-1.503963553,-0.963352757,0
0,1,1,0,1.571717486,1,0,0.5,0,1,1,1,0,1,2,1,3,1.020468605,1.951608192,0
1,0,1,1,0.716155139,1,1,0,0,1,1,1,1,1,1,1,3,0.6432164,0.829858534,0
0,0,1,1,0.960601524,1,1,0.5,0,0,1,1,1,1,2,1,0,1.27640182,1.583948703,0
0,0,0,0,-1.239415939,1,0,0,0,0,0,1,0,0,0,1,3,-0.485216408,-0.959095601,0
1,1,0,0,-1.239415939,1,1,0.5,0,0,1,0,0,1,0,1,0,0.789463951,-0.928214674,1
0,0,1,1,-0.343112528,1,1,0,1,0,0,0,0,0,0,0,0,-0.333983145,-0.416958877,1
0,0,1,1,0.553190882,1,0,1,0,0,0,0,0,0,2,0,3,-1.490668322,-0.626838888,0
0,0,1,0,1.571717486,1,1,0.5,1,1,1,1,1,1,2,1,0,1.710158761,2.771099752,0
1,0,0,0,-0.139407208,0,0,0,0,0,0,1,0,0,0,1,0,-1.116739924,-0.59869313,0
0,0,1,1,1.490235358,1,1,1,0,0,0,0,0,0,2,0,2,-1.341096963,-0.249297503,0
0,0,1,0,1.571717486,1,1,0,0,1,1,1,1,1,2,0,3,0.644878304,1.620608775,0
1,1,0,0,-1.280157004,1,0,0.5,0,0,0,0,1,1,0,1,0,0.88086867,-0.967014353,1
0,1,1,0,0.960601524,1,0,0,1,1,1,1,1,1,2,1,2,0.69307352,1.121043614,0
0,0,0,1,0.960601524,1,0,1,0,0,0,0,0,0,1,1,1,-1.449120722,-0.460853908,0
0,0,0,0,-1.280157004,1,0,0.5,0,0,0,0,1,0,0,1,0,0.488659329,-0.972219994,1
1,0,1,0,-0.180148272,1,1,1,0,0,0,0,0,0,1,0,1,-1.304535075,-0.710746778,0
1,0,1,1,-0.546817849,1,0,1,0,0,0,0,0,0,0,0,1,-1.482358802,-0.838682045,0
0,0,1,0,1.368012165,1,1,0,0,0,0,1,0,1,0,0,0,-0.031516619,0.874062375,0
1,0,1,1,-0.628299977,1,1,0,0,0,1,1,0,0,1,1,1,-0.094668971,-0.534946074,0
